primerid	Pr(>Chisq)	coef	FDR	gene_name	signif	diff_exp	prop_exp_X	prop_exp_Y	prop_exp_raw_X	prop_exp_raw_Y
H2AP	1.3286961361678782e-75	0.4818601270228141	2.9133877279041007e-72	H2AP	H2AP	X	1.445277657048624	0.022262304406249593	0.10857142857142857	0.012903225806451613
PRICKLE3	2.95232988853099e-75	0.1452487975962748	5.975515694386724e-72	PRICKLE3	PRICKLE3	X	2.150712222223356	0.21558032213834205	0.17613636363636365	0.03225806451612903
TTTY2B	6.994916413235537e-73	-0.6586181931615921	1.3146445761789531e-69	TTTY2B	TTTY2B	Y	-0.016208758079543487	1.2523342051969364	0.0	0.01935483870967742
OFD1	5.146662336442161e-69	0.9794618818561172	9.027931959764412e-66	OFD1	OFD1	X	0.595024310890363	-0.29754949201694647	0.09714285714285714	0.006493506493506494
RBM41	7.588249682791665e-68	0.8597792862965974	1.2478876603350892e-64	RBM41	RBM41	X	0.5372630320069747	-0.24521136728130966	0.06818181818181818	0.012987012987012988
CFAP47	4.464280578975777e-67	1.141357460726229	6.909655917294743e-64	CFAP47	CFAP47	X	1.1617631567493598	-0.14595439530598414	0.125	0.01935483870967742
GSPT2	1.1131724130202748e-66	0.9835665855471972	1.627210696188304e-63	GSPT2	GSPT2	X	1.4754993558353524	-0.06678718440263519	0.07386363636363637	0.0
CBLL2	3.141881383199912e-65	1.011665076085753	4.3510096291976885e-62	CBLL2	CBLL2	X	1.5278142096787262	-0.03074792124078553	0.056818181818181816	0.0
DDX3Y	1.3713311467041406e-63	-0.590866280125347	1.8041232566039674e-60	DDX3Y	DDX3Y	Y	-0.05441340692395053	0.52672678730535	0.022727272727272728	0.06493506493506493
amplicon-chrX-NXF2/2B/5	7.538720304093072e-62	0.9128070708406908	9.445657554347472e-59	mc/ampl_NXF2/2B/5	mc/ampl_NXF2/2B/5	X	0.6914580262411403	-0.1807355328775021	0.09714285714285714	0.012903225806451613
LOC101929148	2.375353340598396e-61	-0.1972036421581888	2.840922595355682e-58	LOC101929148	LOC101929148	Y	-0.04588306587254748	0.9509100081960382	0.0	0.012987012987012988
LOC107985717	7.363720005113754e-61	1.0764587136026602	8.424095685850134e-58	LOC107985717	LOC107985717	X	1.2968174990506702	-0.17719705716444026	0.11363636363636363	0.0064516129032258064
LOC102725532	2.643717753927311e-59	-0.2704538014640995	2.898395897555642e-56	LOC102725532	LOC102725532	Y	-0.044178010162818505	1.0314883873102005	0.0	0.012987012987012988
LOC105373153	4.106168549533224e-58	1.3487234555585976	4.3216602750127275e-55	LOC105373153	LOC105373153	X	1.3608740916105178	-0.26325140431284677	0.16477272727272727	0.0064516129032258064
CYLC1	1.2302800057129231e-55	0.7906990112602692	1.2450433657814785e-52	CYLC1	CYLC1	X	1.4653208572725374	-0.00045847078228774553	0.04	0.012903225806451613
amplicon-chrX-SPANXA1/A2/N1/N2/N3/N4/N5/B1/C/D	1.2457858519589923e-54	0.3401907310882897	1.2140413828424076e-51	mc/ampl_SPANXA1/A2/N1/N2/N3/N4/N5/B1/C/D	mc/ampl_SPANXA1/A2/N1/N2/N3/N4/N5/B1/C/D	X	2.5434647498003935	0.6669754464809391	0.3352272727272727	0.14838709677419354
amplicon-chrX-DDX53	1.5198018671107832e-54	0.845875142408386	1.4281795259792474e-51	mc/ampl_DDX53	mc/ampl_DDX53	X	1.360621394385085	0.0046145034135204556	0.05714285714285714	0.006493506493506494
TSC22D3	2.481262114344792e-54	0.8370822171983296	2.2512747845737983e-51	TSC22D3	TSC22D3	X	1.2495307705361496	-0.06404277492807531	0.06285714285714286	0.0
MAGEA4-AS1	5.506066745738816e-54	2.3657386964505625	4.8291876071293246e-51	MAGEA4-AS1	MAGEA4-AS1	X	2.0388993027881006	-0.0770525836399777	0.10227272727272728	0.0064516129032258064
LL0XNC01-250H12.3	5.833810343826488e-54	0.7154500420710141	4.951587669895566e-51	LL0XNC01-250H12.3	LL0XNC01-250H12.3	X	0.8979323097493247	-0.0306282408528245	0.03409090909090909	0.0064516129032258064
LOC105373313	5.209964911594732e-51	1.4405911188578735	4.2838936485587675e-48	LOC105373313	LOC105373313	X	2.1977957044721825	0.07852348515619363	0.14204545454545456	0.012903225806451613
HDAC6	4.006074589724074e-50	0.5288177682147601	3.194176806206661e-47	HDAC6	HDAC6	X	0.5483767889948468	-0.18886163269072545	0.05714285714285714	0.012903225806451613
RPGR	1.4807881222186496e-48	0.7384600670893818	1.1459557962299151e-45	RPGR	RPGR	X	0.5416421472020669	-0.10116539714694632	0.045714285714285714	0.006493506493506494
DUSP21	1.8950841399869822e-47	0.1800948752287356	1.424670111181071e-44	DUSP21	DUSP21	X	1.3472218312127253	0.21567483659694292	0.0625	0.0064516129032258064
ZCCHC13	1.2093384803765492e-46	0.4401103761904455	8.838920582129936e-44	ZCCHC13	ZCCHC13	X	1.3767055118678548	0.2624653290533343	0.06818181818181818	0.025806451612903226
LOC107987339	3.213181901237988e-46	-0.6676070145929455	2.2850065455506477e-43	LOC107987339	LOC107987339	Y	-0.043289512012570905	1.4435587424817327	0.0	0.01948051948051948
PHF8	4.17671939576172e-45	0.479162431514563	2.8920484405600625e-42	PHF8	PHF8	X	0.35763851319153256	-0.18847849480872447	0.06818181818181818	0.01935483870967742
amplicon-chrY-PRY/2	9.405273222119116e-45	-0.3919486654801465	6.345424333856363e-42	mc/ampl_PRY/2	mc/ampl_PRY/2	Y	-0.04722354067177012	1.2693755776151237	0.0	0.03896103896103896
EFHC2	2.435572934959809e-44	0.8632424354597515	1.6021198766165624e-41	EFHC2	EFHC2	X	1.0301307833526587	-0.1191329651060967	0.07954545454545454	0.01935483870967742
SYP	1.1578311785927136e-43	0.0496735709796667	7.430452188080848e-41	SYP		No-significant				
GATA1	3.7577377044545456e-43	0.3024586724695498	2.3541332018954284e-40	GATA1	GATA1	X	1.3728108646720467	-0.007535851082460739	0.09142857142857143	0.012903225806451613
OCRL	1.9038504233784517e-42	0.5081599615416358	1.1649793567426468e-39	OCRL	OCRL	X	0.6356409719754484	-0.08958998091525175	0.03977272727272727	0.012903225806451613
EDA	1.966959112204768e-41	1.2099883943193113	1.176241549098451e-38	EDA	EDA	X	0.9437419238298227	-0.12167326690054511	0.13714285714285715	0.025806451612903226
LINC00893	2.044848999243171e-41	0.7873646874004536	1.195645930401918e-38	LINC00893	LINC00893	X	1.09875038990919	0.015651279905742995	0.03409090909090909	0.006493506493506494
HUWE1	2.2779385383449327e-41	0.4567354730475519	1.3029808439333018e-38	HUWE1	HUWE1	X	0.14981027043499492	-0.2417425337132787	0.03428571428571429	0.0064516129032258064
GLOD5	5.440067128657328e-41	0.4379253525269462	3.0455116231751407e-38	GLOD5	GLOD5	X	0.9378132388818332	-0.022900205655235904	0.07428571428571429	0.01935483870967742
TTTY8B	1.0842263232875748e-40	-0.2264630817966721	5.943367295488055e-38	TTTY8B	TTTY8B	Y	-0.014588851811246447	0.8459665252582359	0.0	0.006493506493506494
TTTY8	1.1457377379472135e-40	-0.3562914915904007	6.152377828748385e-38	TTTY8	TTTY8	Y	-0.01589120326042872	0.9716728676261637	0.0	0.006493506493506494
TTTY1	1.926318806664142e-40	-0.7232652365623919	1.0137060088189384e-37	TTTY1	TTTY1	Y	-0.023878777759713976	0.8734424082996155	0.0	0.012987012987012988
TTTY1B	5.822347324685673e-40	-0.6554861688188194	3.0038745648456748e-37	TTTY1B	TTTY1B	Y	-0.019347701862780283	0.7870411191713742	0.0	0.012987012987012988
FAM41AY1	2.439166303339323e-38	-0.5185401392119391	1.2342181494896973e-35	FAM41AY1	FAM41AY1	Y	-0.0455764839791273	0.7495039872495949	0.0	0.006493506493506494
DDX3X	1.4978120581959696e-37	0.2090777705789117	7.435930353821198e-35	DDX3X	DDX3X	X	0.7160059366881858	-0.004894418598722582	0.07386363636363637	0.03225806451612903
FAM41AY2	3.2418884397105267e-35	-0.4991689676672566	1.5796401597345069e-32	FAM41AY2	FAM41AY2	Y	-0.042599146977940684	0.6824472833440363	0.0	0.006493506493506494
EMD	2.0306632033608587e-34	0.2831538717589809	9.714692764878347e-32	EMD	EMD	X	0.7430661605290114	0.026798056007530695	0.03428571428571429	0.006493506493506494
ATXN3L	6.498877902979083e-34	0.0688839342330253	3.053544203271172e-31	ATXN3L		No-significant				
PDK3	1.3665448251200076e-33	0.4476497399287094	6.308162708518884e-31	PDK3	PDK3	X	0.2177377262652304	-0.1879958339166769	0.06857142857142857	0.01935483870967742
MAP7D3	4.2098826270056246e-32	0.71200106111449	1.9098350289960688e-29	MAP7D3	MAP7D3	X	0.4963351138278789	-0.07798343740121931	0.056818181818181816	0.01948051948051948
LOC107987394	9.876399089662575e-32	-0.5519880630623287	4.404539200800029e-29	LOC107987394	LOC107987394	Y	0.501233280381031	2.2898076962565863	0.08	0.2532467532467532
LINC01203	2.243775953350698e-31	0.4451608239660527	9.839705480760595e-29	LINC01203	LINC01203	X	0.531856973449836	-0.03991443160313353	0.017142857142857144	0.006493506493506494
BEX2	1.999017392551362e-30	0.4167861800534145	8.622646825051055e-28	BEX2	BEX2	X	0.814753403915171	0.01430084025950299	0.08522727272727272	0.01948051948051948
amplicon-chrY-VCY/1B	2.7102086037418188e-30	-0.7427937730087574	1.1501775609944312e-27	mc/ampl_VCY/1B	mc/ampl_VCY/1B	Y	-0.34937972886593943	0.20121446343948468	0.022727272727272728	0.1032258064516129
DYNLT3	4.7606919724107926e-30	0.317201018972685	1.9883067806043294e-27	DYNLT3	DYNLT3	X	0.945951652465615	0.38497474755885525	0.09090909090909091	0.03896103896103896
LAS1L	7.088892023973748e-30	0.6142658696714716	2.9144207333562072e-27	LAS1L	LAS1L	X	0.7429260295461103	-0.0006754622178983099	0.03977272727272727	0.0
MPC1L	1.982621286782631e-29	0.6411922970792256	8.025650968896089e-27	MPC1L	MPC1L	X	1.2208697687445051	-0.020525333221648095	0.03409090909090909	0.0064516129032258064
LOC107985694	3.644781509548639e-29	0.5529916250476533	1.4530528951400575e-26	LOC107985694	LOC107985694	X	0.8926742407688305	-0.03355183349052131	0.045714285714285714	0.006493506493506494
LOC105373155	3.965487713402583e-29	0.5076953961690147	1.5573121300753546e-26	LOC105373155	LOC105373155	X	1.1370017996330801	0.10283858031863294	0.022727272727272728	0.006493506493506494
MAOA	4.558092401445113e-28	0.6903832017664749	1.7637136362768207e-25	MAOA	MAOA	X	0.7402444473691656	-0.005597448762612782	0.022727272727272728	0.0
AFF2	2.0211297330482887e-27	0.6660141612001639	7.70724138202414e-25	AFF2	AFF2	X	0.6375842018328993	-0.10030567298133236	0.045454545454545456	0.0064516129032258064
amplicon-chrX-PABPC1L2A/B	2.291882671414748e-27	0.0676778603359023	8.614859550037837e-25	mc/ampl_PABPC1L2A/B		No-significant				
amplicon-chrX-CXorf51A/B	3.6563362370968414e-27	0.4286539164949908	1.355007310852001e-24	mc/ampl_CXorf51A/B	mc/ampl_CXorf51A/B	X	2.3216116864811984	0.9454915556822445	0.3125	0.17419354838709677
RTL4	1.5848345533301615e-25	0.8350214360750075	5.791689828781001e-23	RTL4	RTL4	X	1.1646264561776498	0.15016165047651125	0.08	0.03870967741935484
PPEF1	3.3629597575366086e-25	0.7151449292245752	1.212139686853469e-22	PPEF1	PPEF1	X	0.6298965165403687	0.019601963514133503	0.045714285714285714	0.01935483870967742
amplicon-chrX-VCX/2/3A/3B	2.9068603547863736e-24	0.6410237813148774	1.0335852656099872e-21	mc/ampl_VCX/2/3A/3B	mc/ampl_VCX/2/3A/3B	No-significant	0.571016121944471	-0.11666612011958538	0.42613636363636365	0.2838709677419355
HDX	3.2620837647857595e-24	0.9346034686714078	1.1444259735872386e-21	HDX	HDX	X	0.7964172876976803	0.028641200230688564	0.06285714285714286	0.0064516129032258064
amplicon-chrX-CT83	3.5980516845666425e-24	0.3621273976318569	1.24568336742523e-21	mc/ampl_CT83	mc/ampl_CT83	No-significant	0.819902980341583	0.34108145374472093	0.03977272727272727	0.025806451612903226
AKAP4	8.007284218379769e-24	0.0328435684278054	2.736203407194915e-21	AKAP4		No-significant				
LOC105377213	8.794333917644175e-24	0.3421525568256902	2.9666219748853016e-21	LOC105377213	LOC105377213	X	0.7553680712988331	0.13922236215981676	0.022857142857142857	0.012903225806451613
PABIR3	1.828930563760736e-23	0.4765160541204088	6.091496328312972e-21	PABIR3	PABIR3	X	0.47142047872290466	0.030714987502787682	0.05142857142857143	0.012903225806451613
NUP62CL	2.143196120763641e-23	0.7873453108810076	7.048972041191614e-21	NUP62CL	NUP62CL	X	0.7777041042066422	-0.0743917101657045	0.028409090909090908	0.0
SYP-AS1	2.344660566210363e-23	0.0089741128627444	7.616383804707045e-21	SYP-AS1		No-significant				
MSL3	2.4210762584881738e-23	0.3461408958039798	7.768702257724491e-21	MSL3	MSL3	X	0.40011710298640824	-0.09273317053208396	0.022857142857142857	0.0
LINC00894	5.60738839855071e-23	0.9666921157003096	1.7776096812369432e-20	LINC00894	LINC00894	X	0.5981072093991351	-0.135124715023961	0.0625	0.012903225806451613
NCBP2L	6.671436271245974e-23	0.7488451971634977	2.0897479901074293e-20	NCBP2L	NCBP2L	X	1.018954142833695	0.07903218828145724	0.022727272727272728	0.0064516129032258064
ATRX	2.7762769069595665e-22	0.7103439734566974	8.594046820696485e-20	ATRX	ATRX	X	0.08336121001201109	-0.293330475712403	0.08	0.01935483870967742
HTR2C	5.308841273842735e-22	0.6560501817805916	1.6242585069459308e-19	HTR2C	HTR2C	X	0.516843832911216	-0.09149459439947612	0.03977272727272727	0.012903225806451613
IGBP1	1.0064235916500088e-21	0.6216597438993572	3.043795119941957e-19	IGBP1	IGBP1	X	0.44488192808273863	-0.14517682951018218	0.022857142857142857	0.0064516129032258064
amplicon-chrY-BPY2/B/C	3.74453223457047e-21	-0.1968777673226699	1.1196151381365705e-18	mc/ampl_BPY2/B/C	mc/ampl_BPY2/B/C	Y	0.056385997679075414	0.8519592356675685	0.005714285714285714	0.012987012987012988
IL13RA2	5.130438992730015e-21	0.2061322099588856	1.5167652896259792e-18	IL13RA2	IL13RA2	X	0.9405353893994619	0.37102545274371257	0.05714285714285714	0.025806451612903226
SMC1A	1.1420987084052839e-20	0.093672659427414	3.338989023951092e-18	SMC1A		No-significant				
FHL1	1.7916225628165978e-20	0.0900480804004739	5.180348667343992e-18	FHL1		No-significant				
MORF4L2	3.2360953990527476e-20	0.6430597354432166	9.255232841290858e-18	MORF4L2	MORF4L2	X	0.22020191701828049	-0.16610144793528658	0.03977272727272727	0.0064516129032258064
CXorf66	5.559069020440572e-20	0.4909784622592958	1.5727981082347566e-17	CXorf66	CXorf66	X	1.0775928110784947	0.25377685600102073	0.02857142857142857	0.012903225806451613
RIBC1	7.207855662569857e-20	0.1835877493272783	2.0175861509950858e-17	RIBC1	RIBC1	No-significant	0.5885294817637025	0.18735691144464914	0.011428571428571429	0.012987012987012988
amplicon-chrX-FAM47A/B/C	7.519639178510819e-20	0.9311603641423136	2.082702590157649e-17	mc/ampl_FAM47A/B/C	mc/ampl_FAM47A/B/C	X	0.999290485978116	0.040559995389039094	0.017142857142857144	0.0
GPM6B	7.691934048400549e-20	0.7076285400744667	2.1082309237657842e-17	GPM6B	GPM6B	X	0.12943871261880702	-0.21681476741871755	0.017045454545454544	0.0
CDKL5	1.3953116850451617e-19	0.3701003257895925	3.784890830609102e-17	CDKL5	CDKL5	X	0.13037405747854836	-0.11001092690778558	0.03428571428571429	0.012903225806451613
LOC105373188	5.818410138368614e-19	0.7770320305408779	1.5621837506199483e-16	LOC105373188	LOC105373188	X	0.7686611754913777	-0.09352449161571637	0.005714285714285714	0.0
LOC728660	7.257251422291599e-19	0.0078170622062218	1.9288161557912783e-16	LOC728660		No-significant				
FAM230D	8.38065917670953e-19	-0.3014853893533016	2.205119042575811e-16	FAM230D	FAM230D	Y	0.6281978799490068	1.4835814073415077	0.09090909090909091	0.23225806451612904
GUCY2F	1.6776608254163612e-18	0.6192437170290002	4.37055560775795e-16	GUCY2F	GUCY2F	X	0.9265244040519367	0.09477492413790499	0.028409090909090908	0.0064516129032258064
RS1	4.2890088475565955e-18	0.2616492969403792	1.106396086244207e-15	RS1	RS1	X	0.6439899800909428	0.06899157723340206	0.017045454545454544	0.0
TTTY11	5.630365366714519e-18	-0.7800348150302453	1.4383123643591494e-15	TTTY11	TTTY11	Y	0.11249249065999499	1.2230654137932557	0.0	0.006493506493506494
amplicon-chrX-MAGEA12/A2/A2B/A3/A6	9.365186530834016e-18	0.7061323601729621	2.3693921923010063e-15	mc/ampl_MAGEA12/A2/A2B/A3/A6	mc/ampl_MAGEA12/A2/A2B/A3/A6	X	0.3164847250507158	-0.10120032145926393	0.04	0.0064516129032258064
LOC105377231	1.8815956369207937e-17	-0.5955437690644295	4.715099466539041e-15	LOC105377231	LOC105377231	Y	0.06130646125393129	0.7664938280467346	0.0	0.006493506493506494
LOC105373194	2.2518368705774456e-17	0.0180509734631782	5.589653937606957e-15	LOC105373194		No-significant				
TRMT2B	2.54541409470944e-17	0.4073563810203336	6.259339781307923e-15	TRMT2B	TRMT2B	X	0.37972888324661047	-0.07316887189540357	0.04	0.012903225806451613
FAM230F	3.1707829308678785e-17	-0.4928829641251133	7.724966710832928e-15	FAM230F	FAM230F	Y	0.813612208977231	2.1129649216573503	0.16477272727272727	0.2903225806451613
LOC105373298	4.040611138061856e-17	0.388010732777151	9.753812868319591e-15	LOC105373298	LOC105373298	X	0.6988538187562171	0.08460316079916518	0.011428571428571429	0.0064516129032258064
TMEM31	4.4772306955976636e-17	0.0045124554578578	1.0709535823869611e-14	TMEM31		No-significant				
amplicon-chrX-TCP11X1/2	1.2955064977391036e-16	0.3460442793470857	3.0709339611271435e-14	mc/ampl_TCP11X1/2	mc/ampl_TCP11X1/2	X	0.40828492262434857	0.050222746566502025	0.017142857142857144	0.0
ATP11C	1.4798500765174972e-16	0.3585915450054782	3.476590644047177e-14	ATP11C	ATP11C	X	0.00872345665781162	-0.2883042918945579	0.028409090909090908	0.012903225806451613
TGIF2LY	1.7846080113413704e-16	-0.8912224638490442	4.155451857912755e-14	TGIF2LY	TGIF2LY	Y	0.05151341786410377	0.9869984674710108	0.0	0.006493506493506494
DACT3-AS1	1.9941829734298175e-16	-0.5554218522623625	4.6027142453408216e-14	DACT3-AS1	DACT3-AS1	Y	1.8449037255606155	3.417204537230254	0.3125	0.5548387096774193
MTM1	2.599845518392353e-16	0.3328228353946953	5.948446546081706e-14	MTM1	MTM1	X	0.19323787793995262	-0.17656245341332344	0.028409090909090908	0.006493506493506494
TEX11	2.822342519592845e-16	0.5702345097619695	6.401851411683356e-14	TEX11	TEX11	X	0.13839993476165258	-0.22532540679856247	0.05113636363636364	0.012903225806451613
COL4A6	3.5030447301308773e-16	0.2370340359967813	7.877958370872107e-14	COL4A6	COL4A6	X	0.46790881117739774	0.043668880392437395	0.017142857142857144	0.006493506493506494
ALG13	5.496565071422863e-16	0.3494146356545779	1.2256408488074438e-13	ALG13	ALG13	X	-0.015446486150553258	-0.21742416229350686	0.022727272727272728	0.0064516129032258064
LOC105373137	3.864659583986175e-15	0.4673832455987188	8.54511957763397e-13	LOC105373137	LOC105373137	X	0.348224577635303	-0.0352722732577196	0.011428571428571429	0.0
IDS2	5.429645731108377e-15	0.7198050975864861	1.1905403206410299e-12	IDS2	IDS2	X	0.39566036801095184	-0.11408074377337113	0.005714285714285714	0.0
EIF1AX	8.146251021690775e-15	0.1721349835525387	1.771439313080394e-12	EIF1AX	EIF1AX	X	0.26488770295613656	0.029644313356087696	0.06818181818181818	0.03870967741935484
IL1RAPL2	1.0785708358329527e-14	0.6857743400991553	2.326176707576775e-12	IL1RAPL2	IL1RAPL2	X	0.3379430380090811	-0.08886256849042987	0.07954545454545454	0.03225806451612903
SPANXA2-OT1	1.1423455201350487e-14	0.0607084792528148	2.4436906768937727e-12	SPANXA2-OT1		No-significant				
SPANXN3	1.2615223488863476e-14	0.5023895819683815	2.676869035798192e-12	SPANXN3	SPANXN3	No-significant	1.2216026306245216	1.020600754137785	0.12	0.08441558441558442
RLIM	1.9644801748309222e-14	0.1585768596408685	4.135152188812097e-12	RLIM	RLIM	No-significant	0.2906641439146264	-0.007630261623552722	0.017045454545454544	0.012903225806451613
BCLAF3	3.0072787317204985e-14	0.7396883570553916	6.2799617451610916e-12	BCLAF3	BCLAF3	X	0.4295504395390393	-0.06418308437299174	0.028409090909090908	0.0064516129032258064
VSIG4	5.2738929605812953e-14	0.7190078708328727	1.0926509573135039e-11	VSIG4	VSIG4	X	0.748814136152675	-0.04250699884420892	0.017045454545454544	0.0064516129032258064
LOC101928128	5.5227652770985653e-14	0.5961884333811803	1.1352734372735738e-11	LOC101928128	LOC101928128	X	0.787403979494255	0.1243233128546907	0.011363636363636364	0.0
PTCHD1	8.552552310316284e-14	0.7047993363681192	1.7444554758840468e-11	PTCHD1	PTCHD1	X	0.5179615808491516	-0.1030385718170613	0.028409090909090908	0.0
FTSJ1	1.233236925821331e-13	0.1095503103563771	2.496071537862373e-11	FTSJ1	FTSJ1	X	0.5783296239141607	0.024463005791369712	0.017045454545454544	0.0
amplicon-chrX-ETD1/B/ZNF75D	1.4778950563958578e-13	0.3517497708556374	2.968425551441817e-11	mc/ampl_ETD1/B/ZNF75D	mc/ampl_ETD1/B/ZNF75D	X	1.390047757519699	0.5501562619121075	0.09142857142857143	0.04516129032258064
amplicon-chrX-BIG-FAMILY-B	2.279515181683275e-13	0.9432937887964182	4.526545617362411e-11	mc/ampl_BIG-FAMILY-B	mc/ampl_BIG-FAMILY-B	X	0.536420607271431	0.011889794637442228	0.017142857142857144	0.006493506493506494
GLA	2.288045633586199e-13	1.2302740659469091	4.526545617362411e-11	GLA	GLA	X	0.7869052929969927	-0.02577058375051092	0.028409090909090908	0.0
VSIG1	2.3522219157007085e-13	0.1998043998922699	4.6187808243221666e-11	VSIG1	VSIG1	X	0.2769475303029859	-0.02135777671068665	0.005714285714285714	0.0
LOC105373184	3.8405880111911044e-13	0.0655094117177277	7.453656235039456e-11	LOC105373184		No-significant				
LOC105377229	3.8526043172900817e-13	-0.0335939567175795	7.453656235039456e-11	LOC105377229		No-significant				
LOC100996249	4.000476169404125e-13	-6.34455924786107e-05	7.683250289734404e-11	LOC100996249		No-significant				
SPANXN2	4.1984090464563355e-13	0.0064273587675654	8.004966581910077e-11	SPANXN2		No-significant				
PNMA6E	8.153490691146026e-13	0.7044090445410468	1.543414727089455e-10	PNMA6E	PNMA6E	X	0.4412377200328274	-0.07798357701604007	0.005714285714285714	0.0
TSPAN6	8.343287431315379e-13	0.1895764319981143	1.5680612778055019e-10	TSPAN6	TSPAN6	X	0.33326403936354426	0.03332269702872774	0.017142857142857144	0.0064516129032258064
BRWD3	1.3002472079332692e-12	0.9290729783793408	2.4263903925631326e-10	BRWD3	BRWD3	X	0.1477939012400359	-0.21422495883799042	0.017142857142857144	0.0
THOC2	1.559611107387254e-12	0.7141772790002229	2.8898934829277056e-10	THOC2	THOC2	X	0.17871010705786086	-0.24721248511452318	0.045454545454545456	0.006493506493506494
GRIPAP1	4.0455672383511815e-12	0.3617151821140436	7.443843718566173e-10	GRIPAP1	GRIPAP1	X	0.3568426600751161	-0.12845415944458635	0.017142857142857144	0.0064516129032258064
IQSEC2	5.668192015804664e-12	0.0480211195487025	1.0294341791124828e-09	IQSEC2		No-significant				
ZMAT1	5.672999238800168e-12	0.7317687890984915	1.0294341791124828e-09	ZMAT1	ZMAT1	X	0.15003991025655322	-0.11197335922502688	0.011428571428571429	0.0
SLC25A14	6.232013393281848e-12	0.6535712440972895	1.1231283315344656e-09	SLC25A14	SLC25A14	X	0.33509764367400563	-0.006986593172125676	0.011428571428571429	0.0
FRMPD4	6.304855400059882e-12	0.5288240910655472	1.128526226437929e-09	FRMPD4	FRMPD4	X	0.4571706056563195	-0.08557637625832842	0.08571428571428572	0.012903225806451613
TTTY4C	7.03103016014794e-12	-0.0256570548195215	1.2500031457690036e-09	TTTY4C		No-significant				
DMD	7.84873016503657e-12	0.449558492757143	1.3860120006875315e-09	DMD	DMD	No-significant	0.15751678801287408	-0.14797649106867697	0.17142857142857143	0.1032258064516129
GOLGA6L7	1.075931952742223e-11	-0.4940920927570535	1.887328102703558e-09	GOLGA6L7	GOLGA6L7	No-significant	3.088742059214508	4.133646951136124	0.8352272727272727	0.8709677419354839
amplicon-chrX-F8/F8A1/2/3/H2AB1/2/3	1.2518847566635802e-11	0.6720910097161842	2.1814299150551073e-09	mc/ampl_F8/F8A1/2/3/H2AB1/2/3	mc/ampl_F8/F8A1/2/3/H2AB1/2/3	X	1.0766874902144736	0.15051235850709918	0.06857142857142857	0.012903225806451613
RBMX	1.3823100620537132e-11	0.4215258786072813	2.392851470576138e-09	RBMX	RBMX	X	0.019180715946986362	-0.21208880248637324	0.011363636363636364	0.0064516129032258064
AKAP14	1.4388773912055269e-11	0.1766303410984679	2.4744929357777662e-09	AKAP14	AKAP14	X	0.4006231130462781	0.14626031524680852	0.022857142857142857	0.012987012987012988
ZFY	1.733149490026062e-11	-0.1455454333794096	2.961209700101672e-09	ZFY	ZFY	Y	-0.07353106558760958	0.07522776797284003	0.005714285714285714	0.012987012987012988
CUL4B	1.9431537631672707e-11	0.1884083328415559	3.2985975365456276e-09	CUL4B	CUL4B	No-significant	0.24195940064618196	0.05199085090226206	0.017045454545454544	0.012903225806451613
